session,data_type,data_num,path,split
4-1,silent,14,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0014.wav_20251005_142606.npz,train
4-1,silent,313,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0313.wav_20251005_150121.npz,train
4-1,silent,205,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0205.wav_20251005_144729.npz,train
4-1,silent,165,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0165.wav_20251005_144216.npz,train
4-1,silent,523,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0523.wav_20251005_152903.npz,train
4-1,silent,504,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0504.wav_20251005_152621.npz,train
4-1,silent,481,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0481.wav_20251005_151911.npz,train
4-1,silent,528,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0528.wav_20251005_152950.npz,train
4-1,silent,544,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0544.wav_20251005_153128.npz,train
4-1,silent,353,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0353.wav_20251005_150531.npz,train
4-1,silent,104,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0104.wav_20251005_143552.npz,train
4-1,silent,318,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0318.wav_20251005_150150.npz,train
4-1,silent,164,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0164.wav_20251005_144209.npz,train
4-1,silent,572,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0572.wav_20251005_153358.npz,train
4-1,silent,633,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0633.wav_20251005_154003.npz,train
4-1,silent,384,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0384.wav_20251005_150823.npz,train
4-1,silent,365,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0365.wav_20251005_150635.npz,train
4-1,silent,35,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0035.wav_20251005_142812.npz,train
4-1,silent,304,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0304.wav_20251005_145955.npz,train
4-1,silent,0,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0000.wav_20251005_142504.npz,train
4-1,silent,590,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0590.wav_20251005_153540.npz,train
4-1,silent,383,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0383.wav_20251005_150819.npz,train
4-1,silent,8,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0008.wav_20251005_142535.npz,train
4-1,silent,595,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0595.wav_20251005_153616.npz,train
4-1,silent,407,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0407.wav_20251005_151044.npz,train
4-1,silent,617,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0617.wav_20251005_153818.npz,train
4-1,silent,329,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0329.wav_20251005_150251.npz,train
4-1,silent,543,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0543.wav_20251005_153123.npz,train
4-1,silent,568,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0568.wav_20251005_153335.npz,train
4-1,silent,160,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0160.wav_20251005_144123.npz,train
4-1,silent,564,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0564.wav_20251005_153313.npz,train
4-1,silent,245,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0245.wav_20251005_145321.npz,train
4-1,silent,582,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0582.wav_20251005_153501.npz,train
4-1,silent,336,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0336.wav_20251005_150335.npz,train
4-1,silent,453,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0453.wav_20251005_151553.npz,train
4-1,silent,654,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0654.wav_20251005_154212.npz,train
4-1,silent,167,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0167.wav_20251005_144229.npz,train
4-1,silent,334,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0334.wav_20251005_150324.npz,train
4-1,silent,396,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0396.wav_20251005_150950.npz,train
4-1,silent,625,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0625.wav_20251005_153905.npz,train
4-1,silent,125,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0125.wav_20251005_143756.npz,train
4-1,silent,46,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0046.wav_20251005_142915.npz,train
4-1,silent,135,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0135.wav_20251005_143856.npz,train
4-1,silent,634,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0634.wav_20251005_154009.npz,train
4-1,silent,65,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0065.wav_20251005_143118.npz,train
4-1,silent,375,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0375.wav_20251005_150731.npz,train
4-1,silent,154,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0154.wav_20251005_144049.npz,train
4-1,silent,233,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0233.wav_20251005_145013.npz,train
4-1,silent,213,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0213.wav_20251005_144813.npz,train
4-1,silent,289,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0289.wav_20251005_145820.npz,train
4-1,silent,425,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0425.wav_20251005_151308.npz,train
4-1,silent,202,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0202.wav_20251005_144713.npz,train
4-1,silent,62,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0062.wav_20251005_143059.npz,train
4-1,silent,50,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0050.wav_20251005_142947.npz,train
4-1,silent,166,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0166.wav_20251005_144225.npz,train
4-1,silent,201,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0201.wav_20251005_144648.npz,train
4-1,silent,505,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0505.wav_20251005_152634.npz,train
4-1,silent,68,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0068.wav_20251005_143133.npz,train
4-1,silent,192,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0192.wav_20251005_144554.npz,train
4-1,silent,228,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0228.wav_20251005_144927.npz,train
4-1,silent,490,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0490.wav_20251005_152006.npz,train
4-1,silent,415,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0415.wav_20251005_151133.npz,train
4-1,silent,615,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0615.wav_20251005_153804.npz,train
4-1,silent,271,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0271.wav_20251005_145623.npz,train
4-1,silent,597,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0597.wav_20251005_153626.npz,train
4-1,silent,508,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0508.wav_20251005_152700.npz,train
4-1,silent,566,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0566.wav_20251005_153322.npz,train
4-1,silent,500,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0500.wav_20251005_152300.npz,train
4-1,silent,364,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0364.wav_20251005_150629.npz,train
4-1,silent,492,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0492.wav_20251005_152026.npz,train
4-1,silent,291,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0291.wav_20251005_145834.npz,train
4-1,silent,362,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0362.wav_20251005_150620.npz,train
4-1,silent,573,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0573.wav_20251005_153402.npz,train
4-1,silent,549,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0549.wav_20251005_153153.npz,train
4-1,silent,438,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0438.wav_20251005_151430.npz,train
4-1,silent,129,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0129.wav_20251005_143817.npz,train
4-1,silent,346,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0346.wav_20251005_150435.npz,train
4-1,silent,471,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0471.wav_20251005_151800.npz,train
4-1,silent,283,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0283.wav_20251005_145734.npz,train
4-1,silent,94,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0094.wav_20251005_143500.npz,train
4-1,silent,519,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0519.wav_20251005_152834.npz,train
4-1,silent,24,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0024.wav_20251005_142700.npz,train
4-1,silent,321,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0321.wav_20251005_150205.npz,train
4-1,silent,17,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0017.wav_20251005_142625.npz,train
4-1,silent,541,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0541.wav_20251005_153113.npz,train
4-1,silent,570,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0570.wav_20251005_153349.npz,train
4-1,silent,377,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0377.wav_20251005_150749.npz,train
4-1,silent,669,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0669.wav_20251005_154340.npz,train
4-1,silent,127,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0127.wav_20251005_143807.npz,train
4-1,silent,613,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0613.wav_20251005_153751.npz,train
4-1,silent,310,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0310.wav_20251005_150033.npz,train
4-1,silent,535,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0535.wav_20251005_153024.npz,train
4-1,silent,531,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0531.wav_20251005_153009.npz,train
4-1,silent,530,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0530.wav_20251005_153002.npz,train
4-1,silent,196,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0196.wav_20251005_144617.npz,train
4-1,silent,558,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0558.wav_20251005_153242.npz,train
4-1,silent,609,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0609.wav_20251005_153731.npz,train
4-1,silent,527,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0527.wav_20251005_152945.npz,train
4-1,silent,76,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0076.wav_20251005_143216.npz,train
4-1,silent,514,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0514.wav_20251005_152802.npz,train
4-1,silent,227,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0227.wav_20251005_144922.npz,train
4-1,silent,631,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0631.wav_20251005_153955.npz,train
4-1,silent,648,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0648.wav_20251005_154136.npz,train
4-1,silent,59,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0059.wav_20251005_143037.npz,train
4-1,silent,190,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0190.wav_20251005_144537.npz,train
4-1,silent,210,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0210.wav_20251005_144757.npz,train
4-1,silent,119,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0119.wav_20251005_143717.npz,train
4-1,silent,312,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0312.wav_20251005_150044.npz,train
4-1,silent,96,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0096.wav_20251005_143507.npz,train
4-1,silent,542,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0542.wav_20251005_153118.npz,train
4-1,silent,635,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0635.wav_20251005_154013.npz,train
4-1,silent,536,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0536.wav_20251005_153030.npz,train
4-1,silent,638,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0638.wav_20251005_154038.npz,train
4-1,silent,211,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0211.wav_20251005_144804.npz,train
4-1,silent,390,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0390.wav_20251005_150856.npz,train
4-1,silent,85,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0085.wav_20251005_143415.npz,train
4-1,silent,579,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0579.wav_20251005_153445.npz,train
4-1,silent,547,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0547.wav_20251005_153143.npz,train
4-1,silent,53,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0053.wav_20251005_143004.npz,train
4-1,silent,338,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0338.wav_20251005_150344.npz,train
4-1,silent,255,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0255.wav_20251005_145441.npz,train
4-1,silent,472,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0472.wav_20251005_151806.npz,train
4-1,silent,161,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0161.wav_20251005_144154.npz,train
4-1,silent,206,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0206.wav_20251005_144734.npz,train
4-1,silent,87,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0087.wav_20251005_143427.npz,train
4-1,silent,349,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0349.wav_20251005_150459.npz,train
4-1,silent,507,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0507.wav_20251005_152655.npz,train
4-1,silent,99,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0099.wav_20251005_143521.npz,train
4-1,silent,498,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0498.wav_20251005_152246.npz,train
4-1,silent,71,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0071.wav_20251005_143147.npz,train
4-1,silent,584,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0584.wav_20251005_153510.npz,train
4-1,silent,394,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0394.wav_20251005_150925.npz,train
4-1,silent,234,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0234.wav_20251005_145018.npz,train
4-1,silent,499,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0499.wav_20251005_152254.npz,train
4-1,silent,169,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0169.wav_20251005_144238.npz,train
4-1,silent,265,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0265.wav_20251005_145549.npz,train
4-1,silent,57,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0057.wav_20251005_143027.npz,train
4-1,silent,78,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0078.wav_20251005_143305.npz,train
4-1,silent,463,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0463.wav_20251005_151708.npz,train
4-1,silent,436,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0436.wav_20251005_151415.npz,train
4-1,silent,56,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0056.wav_20251005_143022.npz,train
4-1,silent,295,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0295.wav_20251005_145856.npz,train
4-1,silent,658,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0658.wav_20251005_154241.npz,train
4-1,silent,222,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0222.wav_20251005_144858.npz,train
4-1,silent,629,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0629.wav_20251005_153944.npz,train
4-1,silent,224,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0224.wav_20251005_144906.npz,train
4-1,silent,414,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0414.wav_20251005_151128.npz,train
4-1,silent,168,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0168.wav_20251005_144234.npz,train
4-1,silent,198,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0198.wav_20251005_144630.npz,train
4-1,silent,342,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0342.wav_20251005_150413.npz,train
4-1,silent,589,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0589.wav_20251005_153534.npz,train
4-1,silent,277,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0277.wav_20251005_145701.npz,train
4-1,silent,692,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0692.wav_20251005_154608.npz,train
4-1,silent,41,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0041.wav_20251005_142848.npz,train
4-1,silent,215,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0215.wav_20251005_144823.npz,train
4-1,silent,641,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0641.wav_20251005_154058.npz,train
4-1,silent,372,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0372.wav_20251005_150711.npz,train
4-1,silent,591,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0591.wav_20251005_153544.npz,train
4-1,silent,63,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0063.wav_20251005_143105.npz,train
4-1,silent,593,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0593.wav_20251005_153555.npz,train
4-1,silent,91,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0091.wav_20251005_143448.npz,train
4-1,silent,260,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0260.wav_20251005_145508.npz,train
4-1,silent,373,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0373.wav_20251005_150718.npz,train
4-1,silent,147,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0147.wav_20251005_144009.npz,train
4-1,silent,171,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0171.wav_20251005_144249.npz,train
4-1,silent,86,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0086.wav_20251005_143421.npz,train
4-1,silent,651,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0651.wav_20251005_154154.npz,train
4-1,silent,689,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0689.wav_20251005_154551.npz,train
4-1,silent,315,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0315.wav_20251005_150131.npz,train
4-1,silent,398,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0398.wav_20251005_150957.npz,train
4-1,silent,586,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0586.wav_20251005_153520.npz,train
4-1,silent,199,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0199.wav_20251005_144635.npz,train
4-1,silent,272,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0272.wav_20251005_145635.npz,train
4-1,silent,410,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0410.wav_20251005_151102.npz,train
4-1,silent,191,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0191.wav_20251005_144547.npz,train
4-1,silent,598,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0598.wav_20251005_153631.npz,train
4-1,silent,662,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0662.wav_20251005_154302.npz,train
4-1,silent,462,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0462.wav_20251005_151658.npz,train
4-1,silent,567,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0567.wav_20251005_153331.npz,train
4-1,silent,232,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0232.wav_20251005_145006.npz,train
4-1,silent,254,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0254.wav_20251005_145426.npz,train
4-1,silent,422,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0422.wav_20251005_151249.npz,train
4-1,silent,269,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0269.wav_20251005_145610.npz,train
4-1,silent,16,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0016.wav_20251005_142618.npz,train
4-1,silent,273,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0273.wav_20251005_145640.npz,train
4-1,silent,369,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0369.wav_20251005_150654.npz,train
4-1,silent,687,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0687.wav_20251005_154541.npz,train
4-1,silent,47,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0047.wav_20251005_142920.npz,train
4-1,silent,622,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0622.wav_20251005_153850.npz,train
4-1,silent,437,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0437.wav_20251005_151419.npz,train
4-1,silent,640,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0640.wav_20251005_154051.npz,train
4-1,silent,517,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0517.wav_20251005_152824.npz,train
4-1,silent,494,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0494.wav_20251005_152037.npz,train
4-1,silent,64,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0064.wav_20251005_143110.npz,train
4-1,silent,391,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0391.wav_20251005_150902.npz,train
4-1,silent,685,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0685.wav_20251005_154509.npz,train
4-1,silent,551,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0551.wav_20251005_153202.npz,train
4-1,silent,442,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0442.wav_20251005_151450.npz,train
4-1,silent,311,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0311.wav_20251005_150039.npz,train
4-1,silent,33,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0033.wav_20251005_142747.npz,train
4-1,silent,532,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0532.wav_20251005_153012.npz,train
4-1,silent,294,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0294.wav_20251005_145851.npz,train
4-1,silent,473,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0473.wav_20251005_151813.npz,train
4-1,silent,274,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0274.wav_20251005_145646.npz,train
4-1,silent,356,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0356.wav_20251005_150548.npz,train
4-1,silent,360,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0360.wav_20251005_150612.npz,train
4-1,silent,653,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0653.wav_20251005_154208.npz,valid
4-1,silent,12,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0012.wav_20251005_142554.npz,valid
4-1,silent,594,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0594.wav_20251005_153609.npz,valid
4-1,silent,601,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0601.wav_20251005_153647.npz,valid
4-1,silent,259,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0259.wav_20251005_145501.npz,valid
4-1,silent,561,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0561.wav_20251005_153257.npz,valid
4-1,silent,562,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0562.wav_20251005_153301.npz,valid
4-1,silent,324,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0324.wav_20251005_150224.npz,valid
4-1,silent,588,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0588.wav_20251005_153530.npz,valid
4-1,silent,537,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0537.wav_20251005_153035.npz,valid
4-1,silent,529,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0529.wav_20251005_152959.npz,valid
4-1,silent,482,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0482.wav_20251005_151916.npz,valid
4-1,silent,200,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0200.wav_20251005_144641.npz,valid
4-1,silent,84,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0084.wav_20251005_143409.npz,valid
4-1,silent,388,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0388.wav_20251005_150846.npz,valid
4-1,silent,314,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0314.wav_20251005_150127.npz,valid
4-1,silent,345,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0345.wav_20251005_150430.npz,valid
4-1,silent,430,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0430.wav_20251005_151338.npz,valid
4-1,silent,38,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0038.wav_20251005_142830.npz,valid
4-1,silent,290,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0290.wav_20251005_145827.npz,valid
4-1,silent,469,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0469.wav_20251005_151745.npz,valid
4-1,silent,510,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0510.wav_20251005_152732.npz,valid
4-1,silent,400,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0400.wav_20251005_151006.npz,valid
4-1,silent,445,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0445.wav_20251005_151509.npz,valid
4-1,silent,49,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0049.wav_20251005_142941.npz,valid
4-1,silent,496,silent_speech_dataset/silent/4-1/data/emg/emg_250hz_4_4_0496.wav_20251005_152234.npz,valid
